,index,brand,categories,id,name,price,currency,dateSeen,sizes,gender
0,10,franco sarto,"[Loafers, Shoes]",AVpe-0AXilAPnD_xSTqz,Joella,44.99,USD,2015-10-28T00:00:00Z,"[7, 6, 6.5, 7.5, 8]",IDK
1,10000,khombu,"[Shoes, Boots]",AVpfHbI51cnluZ0-ePxP,Nora,59.99,USD,2016-05-05T00:00:00Z,"[10, 7, 6, 9, 8, 11]",IDK
2,100000,lifestride,"[Sci-Fi, Shoes, Drama, Adventure, Boots, Action, Crime, Mystery]",AVpe43KL1cnluZ0-ZFhS,Xylans,49.99,USD,2015-10-22T00:00:00Z,"[5.5, 8.5, 9.5, 11, 10, 7, 6, 5, 6.5, 7.5, 9, 8]",IDK
3,100004,nina,[Girls' Shoes],AVpe43qZ1cnluZ0-ZFuh,Pippa Sandal Pre/grade School,29.95,USD,2015-07-18T05:00:00Z,"[3M, 2M, 1M, 11M, 13M, 4M, 5M, 12M]",W
4,100005,stuart weitzman,"[Shoes, Boots]",AVpe43sqilAPnD_xQIz9,Manlow,217.99,USD,2015-10-28T00:00:00Z,"[10, 9.5]",IDK
5,100006,fizik,"[Athletic, Cycling, Men, Shoes, Sports]",AVpe43x3ilAPnD_xQI1w,Fizik Men's R1 Uomo Road Cycling Shoes,254.37,USD,2016-03-20T00:00:00Z,"[43.5, 44.5, 41.5, 43, 42, 42.5, 45, 44, 46, 40.5, 45.5, 41, 47, 48, 46.5]",M
6,100012,maison margiela,"[Women, Shoes, Flats, Lace-Ups]",AVpe45h-ilAPnD_xQJhW,Mixed-leather Derbys,1395.0,USD,2016-06-05T21:26:10Z,"[6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11]",W
7,100013,tommy hilfiger kids,"[Shoes, Boots]",AVpe45iY1cnluZ0-ZGc_,Andrea Rider (toddler/little Kid/big Kid),29.99,USD,2016-05-06T00:00:00Z,,IDK
8,100017,kenneth cole unlisted,"[Shoes, Boots]",AVpe46Xr1cnluZ0-ZGvq,File Type,17.99,USD,2016-03-21T00:00:00Z,"[8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8]",IDK
9,100019,nine west,"[Shoes, Boots]",AVpe46kzLJeJML43xlVp,Charnel,76.12,USD,2016-01-11T00:00:00Z,"[10.5, 10, 9.5, 7.5, 8, 11]",IDK
10,10002,dr. martens,"[Shoes, Boots]",AVpfHbXi1cnluZ0-eP03,Tower,47.5,USD,2016-05-05T00:00:00Z,,IDK
11,100023,see kai run kids,"[Shoes, Flats]",AVpe48GWilAPnD_xQKef,Marnie (toddler/little Kid),32.99,USD,2015-10-28T00:00:00Z,,IDK
12,100025,alexander mcqueen,"[Heels, Shoes]",AVpe48PqilAPnD_xQKiW,Layered Zip Sexy Sandal,298.75,USD,2016-03-24T00:00:00Z,,IDK
13,100026,antonio melani,[shoes],AVpe48QH1cnluZ0-ZHeA,Antonio Melani Mellana Dress Sandals,66.0,USD,2015-05-31T18:16:01.831Z,,IDK
14,100028,ugg collection,"[Shoes, Boots]",AVpe48ROLJeJML43xmB3,Karisa Stingray,148.75,USD,2015-10-19T00:00:00Z,"[10, 7, 6, 9, 8]",IDK
15,100029,gentle souls,"[Heels, Shoes]",AVpe48ZZLJeJML43xmEO,Rem Gem,79.99,USD,2015-10-28T00:00:00Z,"[8.5, 10, 7, 6, 9.5, 6.5, 7.5]",IDK
16,10003,shoekeeper,[Shoes],AVpfHbY0ilAPnD_xVSDn,Shoekeeper Wooden Shoe Stretcher and Stretch Spray Combo - Natural,29.95,USD,2015-11-07T00:00:00Z,,IDK
17,100030,lifestride,"[Shoes, Boots]",AVpe48kQLJeJML43xmIk,Yana (wide Shaft),25.0,USD,2016-04-01T00:00:00Z,"[5.5, 8.5, 10, 7, 6, 9.5, 5, 6.5, 7.5, 9, 8, 11]",IDK
18,100031,native kids shoes,"[Shoes, Flats]",AVpe49-qLJeJML43xmrZ,Venice Embroidered (little Kid),22.99,USD,2016-05-06T00:00:00Z,,IDK
19,100036,stetson,"[Shoes, Boots]",AVpe49hZilAPnD_xQLBK,Kai,209.99,USD,2016-05-05T00:00:00Z,"[10.5, 8.5, 7, 6, 9.5, 5, 6.5, 7.5, 9, 8, 11]",IDK
20,100037,stuart weitzman,"[Sandals, Shoes]",AVpe49ln1cnluZ0-ZH9c,Nunaked,127.5,USD,2016-05-22T00:00:00Z,"[10.5, 8.5, 5.5, 9.5, 4.5, 11, 12, 10, 7, 6, 5, 6.5, 4, 7.5, 11.5, 9, 8]",IDK
21,100038,timberland,"[Shoes, Boots]",AVpe49o81cnluZ0-ZH-1,Whittemore Fabric and Leather Lace-up,88.0,USD,2016-05-05T00:00:00Z,"[10, 8.5, 5.5, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
22,100042,nike,"[Kids, Boys' Shoes, Shoes, Sneakers Athletic]",AVpe4AAn1cnluZ0-Yvnz,'stefan Janoski' Skate Shoe (big Kid),65.0,USD,2015-11-05T00:00:00Z,"[7 M, 5 M, 6 M, 5.5 M]",M
23,100043,christian louboutin,[shoes],AVpe4AGL1cnluZ0-YvqV,'pigalle' Pointy Toe Pump,795.0,USD,2015-06-27T05:00:00Z,,IDK
24,100044,dolce & gabbana kids,"[Shoes, Flats]",AVpe4AQjLJeJML43xOVj,Lace Ballerina (little Kid/big Kid),212.99,USD,2016-05-22T00:00:00Z,,IDK
25,100046,propet,"[Sandals, Drama, Short, Shoes]",AVpe4AcqilAPnD_xPy95,Carlee Xt,41.99,USD,2015-10-22T00:00:00Z,"[6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 11]",IDK
26,100048,northside,"[Shoes, Boots]",AVpe4Ay5ilAPnD_xPzHp,Rock Hill,44.99,USD,2016-05-07T00:00:00Z,"[10, 9, 8, 13, 11, 12]",IDK
27,100049,cole haan,"[Sandals, Shoes]",AVpe4B-O1cnluZ0-YwbS,Shayla Slide,83.06,USD,2016-04-08T00:00:00Z,"[10.5, 10, 6, 9.5, 11]",IDK
28,100051,aldo,"[Shoes, Flats]",AVpe4BbNilAPnD_xPzXh,Cirelian,47.99,USD,2016-05-22T00:00:00Z,,IDK
29,100053,roxy,"[Shoes, Boots]",AVpe4BljilAPnD_xPzbp,Caballero,42.99,USD,2016-05-08T00:00:00Z,"[10, 8.5, 7, 6, 6.5, 7.5, 9, 8]",IDK
30,100056,mossimo supply co,"[shoes, women's shoes]",AVpe4C0G1cnluZ0-Ywxx,Women's Katherine Leather Engineer Boot - Mossimo Supply Co.,64.0,USD,2015-11-08T00:00:00Z,"[5.5, 8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",W
31,100060,carter's,"[Medium, Little Kids, Toddlers, Carter's, Boys, Grey, Green, Kids, Waterproof, Shoes, Boots, Winter]",AVpe4CQp1cnluZ0-Ywi3,Dunes Toddler Boys' Winter Boots,29.99,USD,2015-09-15T00:00:00Z,[11],M
32,100064,easy street,[Shoes],AVpe4C__LJeJML43xPeh,Easy Street Glacier Hidden Wedge Slip-ons,11.6,USD,2015-06-19T05:00:00Z,,IDK
33,100067,love moschino,"[Sandals, Shoes]",AVpe4D1r1cnluZ0-YxNY,Colorblock Platform Sandal,112.99,USD,2015-10-14T00:00:00Z,,IDK
34,100068,avia,[Shoes],AVpe4D8UilAPnD_xP0aV,Avi-execute,27.99,USD,2016-05-06T00:00:00Z,"[10.5, 8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
35,100069,nine west,[Shoes],AVpe4DCELJeJML43xPfF,Roba,57.93,USD,2015-08-20T00:00:00Z,"[8.5, 6.5, 11]",IDK
36,10007,dc,[Shoes],AVpfHbiailAPnD_xVSGu,Maddo,54.98,USD,2016-05-22T00:00:00Z,"[10.5, 8.5, 9.5, 13, 14, 11, 12, 10, 7, 6, 6.5, 7.5, 11.5, 9, 8]",IDK
37,100070,sole society,"[Women, Shoes, Shoes Under $100, Sandals]",AVpe4DEPLJeJML43xPf2,'sabina' Block Heel Sandal (women),89.95,USD,2016-07-26T00:00:00Z,,W
38,100071,aquatalia,"[Shoes, Boots]",AVpe4DIR1cnluZ0-Yw6J,Yannicka,575.0,USD,2016-04-02T00:00:00Z,"[10, 5.5, 6]",IDK
39,100074,m.a.p.,"[shoes, girls' shoes]",AVpe4Dfh1cnluZ0-YxEb,Girls' Sequoia Performance Winter Boots - Assorted Colors,49.99,USD,2015-11-26T00:00:00Z,"[11, 12, 13, 1, 2, 3, 4, 5]",W
40,100076,sam edelman,[Shoes],AVpe4E0-ilAPnD_xP0uP,Fara,74.99,USD,2015-08-20T00:00:00Z,,IDK
41,100077,aldo,"[Heels, Shoes]",AVpe4E5k1cnluZ0-YxmC,Forquer-u,72.99,USD,2016-05-22T00:00:00Z,,IDK
42,100079,frye,"[Shoes, Boots]",AVpe4ETRilAPnD_xP0jR,Bruce Pull On,139.99,USD,2016-05-22T00:00:00Z,"[5.5, 8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
43,10008,geox kids,"[Shoes, Flats]",AVpfHblIilAPnD_xVSHr,Jr Piuma 38 (toddler/little Kid),29.99,USD,2016-01-11T00:00:00Z,,IDK
44,100081,domani shoes,[shoes men],AVpe4EcgLJeJML43xQDQ,Domani Mens Ballard Woven Penny Loafers,134.99,USD,2015-05-30T23:17:29.486Z,,IDK
45,100082,athena alexander,"[Heels, Shoes]",AVpe4FClLJeJML43xQPx,Roz,51.41,USD,2016-04-02T00:00:00Z,"[10, 7, 9, 8]",IDK
46,100084,converse,[shoes],AVpe4FTQilAPnD_xP04Z,Converse Chuck Taylor All Star Ox Shoes Size Men's 6/women's 8,46.99,USD,2015-04-19T20:19:48.385Z,,IDK
47,100085,k-swiss kids,[Shoes],AVpe4Fh21cnluZ0-YxzX,Court Pro��� (infant/toddler),25.44,USD,2016-02-02T00:00:00Z,,IDK
48,100087,ralph lauren,"[Women, Shoes]",AVpe4G4VLJeJML43xQ76,Janis Slip-on Sneaker,49.0,USD,2016-02-21T00:00:00Z,,W
49,100088,rockport,"[Loafers, Shoes]",AVpe4GNqilAPnD_xP1Pc,Eberdon,65.52,USD,2015-10-28T00:00:00Z,,IDK
50,100090,old west kids boots,"[Shoes, Boots]",AVpe4Gw11cnluZ0-YyR3,Lacer Boot (toddler/little Kid/big Kid),17.99,USD,2016-05-20T00:00:00Z,,IDK
51,100091,sanuk,"[Loafers, Shoes]",AVpe4HPP1cnluZ0-YyeE,Dotty,38.46,USD,2015-10-23T00:00:00Z,"[10, 7, 5, 9, 8]",IDK
52,100094,sperry top-sider,"[Boat Shoes, Shoes]",AVpe4HgB1cnluZ0-YylA,Bluefish Holiday,72.99,USD,2016-05-07T00:00:00Z,"[10, 8.5, 5.5, 7, 6, 9.5, 5, 6.5, 7.5, 9, 8]",IDK
53,100095,vasque,[Shoes],AVpe4Ht61cnluZ0-Yyqp,Inhaler Low Gtx,104.99,USD,2016-05-05T00:00:00Z,"[10, 8.5, 7, 7.5, 9, 8]",IDK
54,100096,ugg,"[Shoes, Boots]",AVpe4I-DLJeJML43xR0z,Uptown Ii,154.99,USD,2016-05-22T00:00:00Z,"[7, 6, 5, 8]",IDK
55,100098,fitflop,"[Women, Shoes, Comfort, Sandals]",AVpe4IDs1cnluZ0-Yyz0,'surfa' Thong Sandal (women),58.95,USD,2015-11-05T00:00:00Z,"[5, 6, 7, 8, 11]",W
56,1001,lacoste,"[Kids, Girls' Shoes]",AVpe4Svz1cnluZ0-Y3OD,'snug' Crib Shoe (baby),34.95,USD,2016-03-30T00:00:00Z,,W
57,100101,polo ralph-lauren,[men shoes],AVpe4IOTilAPnD_xP2C-,Polo Ralph Lauren Men's Woodley Casual Drivers,99.0,USD,2015-05-30T23:40:09.081Z,,IDK
58,100103,ugg,[Shoes],AVpe4IkRilAPnD_xP2Lw,Kolman,64.99,USD,2016-04-02T00:00:00Z,"[10.5, 10, 8.5, 7, 9.5, 7.5, 9, 15, 8, 14, 11]",IDK
59,100104,adidas,"[Thriller, Shoes, Crime, Horror]",AVpe4IqH1cnluZ0-YzEQ,Se Daily Vulc,42.99,USD,2015-10-21T00:00:00Z,,IDK
60,100105,skechers,[shoes],AVpe4J3K1cnluZ0-Yzkt,Skechers Relaxed Fit Endeavor Bungee Sneakers,54.99,USD,2015-05-19T18:57:23.113Z,,IDK
61,100106,dansko,[shoes women extended sizes],AVpe4J9nilAPnD_xP2ye,Dansko Bess Mary Jane Loafer Pumps,82.5,USD,2015-04-22T01:03:52.037Z,,W
62,100107,mark nason,[Shoes],AVpe4JBnLJeJML43xR2X,Langport,49.99,USD,2016-02-01T00:00:00Z,"[10.5, 8.5, 10, 7, 9.5, 6.5, 7.5, 9, 11.5, 8, 13, 14, 11, 12]",IDK
63,100108,ecco sport,"[Shoes, Boots]",AVpe4JFWLJeJML43xR4M,Trace Zip,109.99,USD,2015-10-21T00:00:00Z,,IDK
64,100109,ted baker,"[Shoes, Boots]",AVpe4JIWLJeJML43xR5C,Elanera,83.03,USD,2015-10-21T00:00:00Z,[10],IDK
65,100111,frye,"[Shoes, Boots]",AVpe4JUvLJeJML43xR-w,Jenna Disc Lace,143.2,USD,2016-04-28T00:00:00Z,"[5.5, 8.5, 7, 6, 7.5, 8]",IDK
66,100113,havaianas,"[Sandals Under $50, Sandals, Shoes]",AVpe4JpjLJeJML43xSIS,'slim Hardware' Flip Flop (women),44.0,USD,2016-03-30T00:00:00Z,,IDK
67,100114,stride rite,[Girls' Shoes],AVpe4Jy61cnluZ0-YzjV,Naiya Srt Sandal Toddler,43.95,USD,2015-07-18T05:00:00Z,[6.5W],W
68,10012,vince camuto,"[Women, Shoes, Sandals, Vince Camuto]",AVpfHcB9ilAPnD_xVSQi,'janil' Sandal (women),99.9,USD,2016-07-25T00:00:00Z,,W
69,100125,manolo blahnik,"[Women, Shoes, Boots, Over the Knee Boots]",AVpe4LSZilAPnD_xP3Uq,Pascalarehi Over-the-knee Boots,1695.0,USD,2016-04-29T10:23:00Z,"[5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11]",W
70,100126,reebok,[Shoes],AVpe4LVuLJeJML43xSz3,Twistform Blaze Mt,39.99,USD,2016-04-28T00:00:00Z,"[10.5, 7, 9.5, 12.5, 11.5, 8, 14]",IDK
71,100128,ecco,[Shoes],AVpe4LiKLJeJML43xS4_,Bluma Toggle,62.78,USD,2015-10-21T00:00:00Z,,IDK
72,100129,madden girl,[Shoes],AVpe4Lrk1cnluZ0-Y0Uh,Alvinn,14.99,USD,2015-10-28T00:00:00Z,"[8.5, 10, 7, 6.5, 7.5, 9, 8]",IDK
73,100130,munro,"[Women, Shoes, Comfort, Pumps]",AVpe4LsNLJeJML43xS8l,'cindi' Pump,184.95,USD,2015-11-09T00:00:00Z,"[4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 13]",W
74,100133,unionbay kids,"[Sandals, Shoes]",AVpe4MALilAPnD_xP3mQ,Leslie-g (little Kid/big Kid),19.99,USD,2016-05-07T00:00:00Z,,IDK
75,100135,vaneli,"[Heels, Shoes]",AVpe4MI_1cnluZ0-Y0e2,Sherye,92.99,USD,2016-05-05T00:00:00Z,"[10, 8.5, 9.5, 6.5, 7.5, 9, 8]",IDK
76,100139,sergio rossi,"[Shoes, Boots]",AVpe4Mvd1cnluZ0-Y0qQ,Ascot,1115.99,USD,2016-05-07T00:00:00Z,,IDK
77,100140,kenneth cole reaction,"[Heels, Shoes]",AVpe4NEaLJeJML43xTcU,Art-ful,39.99,USD,2016-05-06T00:00:00Z,"[10, 8.5, 9.5, 7.5, 9, 8]",IDK
78,100141,rose petals,"[Heels, Shoes]",AVpe4NNzLJeJML43xTge,Jayci,69.99,USD,2016-01-11T00:00:00Z,"[10.5, 8.5, 9.5, 13, 12, 10, 7, 6, 6.5, 7.5, 9, 8]",IDK
79,100142,pleaser,[Shoes],AVpe4Nf0LJeJML43xTn_,Pleaser Women's Torment-703 Ankle Boot,74.95,USD,2015-07-14T05:00:00Z,,IDK
80,100143,hoka one one,[Shoes],AVpe4NnvLJeJML43xTrn,Clifton,70.99,USD,2015-10-18T00:00:00Z,[8],IDK
81,100144,nike,"[Outlet, Shoes Outlet, Women's Shoes]",AVpe4Nzu1cnluZ0-Y1HF,Nike Women's Printed Kaishi Running Shoes,59.98,USD,2016-01-25T00:00:00Z,,W
82,100146,hush puppies slippers,"[Shoes, Slippers]",AVpe4OI7LJeJML43xT3_,Mayflower,27.81,USD,2016-04-05T00:00:00Z,"[10, 7, 11]",IDK
83,100147,cover girl,"[shoes, girls' shoes]",AVpe4OIw1cnluZ0-Y1O0,Girl's Fashion Ankle Boots - Black,34.99,USD,2015-11-08T00:00:00Z,"[3, 2, 1, 5, 4, 13]",W
84,100149,munro american,"[Animation, Sandals, Shoes, Comedy]",AVpe4OS-LJeJML43xT8b,Libra,69.99,USD,2015-10-21T00:00:00Z,"[5.5, 7, 6, 5, 6.5, 7.5, 11]",IDK
85,10015,rag & bone,[Shoes],AVpfHcrB1cnluZ0-eQQB,Trainer Low,234.99,USD,2016-05-05T00:00:00Z,"[10, 9, 13, 11, 12]",IDK
86,100150,givenchy,[shoes],AVpe4OThLJeJML43xT8w,Baby's Breath Printed Leather Slide Sandals,995.0,USD,2015-05-10T18:03:38.783Z,[35 5],IDK
87,100152,keen,[Women's Shoes],AVpe4OraLJeJML43xUGc,Mercer Ballerina Cnx,39.97,USD,2015-07-15T05:00:00Z,[5.5M],W
88,100153,puma,"[New Arrivals, Boys, Kids, Shoes]",AVpe4OrhilAPnD_xP4nc,"'cabana Racer' Mesh Suede Sneaker (toddler, Little Kid Big Kid)",44.95,USD,2015-11-05T00:00:00Z,"[1.5 M, 2.5 M, 13 M, 7 M, 12 M, 11 M, 13.5 M, 5 M, 11.5 M, 1 M, 5.5 M, 3 M, 12.5 M, 4 M, 2 M, 6.5 M, 4.5 M, 6 M, 3.5 M]",M
89,100154,bobux kids,"[Shoes, Flats]",AVpe4Ow2ilAPnD_xP4pZ,I-walk Jiffy Pop Ballet (toddler/little Kid),36.99,USD,2016-01-11T00:00:00Z,,IDK
90,100155,ash,[shoes],AVpe4PL3ilAPnD_xP41M,Julie Suede Wedge Ankle Boots,265.0,USD,2015-04-21T18:08:23.037Z,[35 5],IDK
91,100156,easy street,"[Medium, Black, Wide, Sandals, Other, Comfort, Womens, Narrow, Extra Wide, Grey, 2in - 2 3/4in, Shoes, Easy Street]",AVpe4PV01cnluZ0-Y1ww,Glitz Glitter Dress Sandals - Women,59.99,USD,2015-07-05T05:00:00Z,,W
92,100157,nine west,"[Shoes, Flats]",AVpe4PaqilAPnD_xP47W,Aleksander,34.99,USD,2015-10-14T00:00:00Z,[10],IDK
93,100159,native,[shoes],AVpe4PliilAPnD_xP5AQ,Native Eyewear Grind Polarized Sunglasses,51.58,USD,2015-02-24T20:26:33.335Z,,IDK
94,10016,ecco,"[Men, Shoes]",AVpfHdL71cnluZ0-eQao,Ecco Seattle Apron Toe Oxfords,119.99,USD,2016-03-07T00:00:00Z,,M
95,100161,calden,[shoes],AVpe4PxPLJeJML43xUk-,Calden - K61302 - 2.6 Inches Taller - Height Increasing Shoes For Men (brown Crackled Leather Lace Up Casual Shoes),48.0,USD,2014-08-28T03:01:37Z,,IDK
96,100162,stride rite,[Shoes],AVpe4PxsLJeJML43xUlL,Srt Greta (toddler),37.99,USD,2015-08-24T00:00:00Z,"[W, M]",IDK
97,100165,volcom,"[Shoes, Flats]",AVpe4R-C1cnluZ0-Y230,Chill Out,22.99,USD,2016-01-11T00:00:00Z,[7],IDK
98,100169,jordan,[shoes],AVpe4RMEilAPnD_xP5pQ,Jordan Jordan Hydro 2 Mens 312527-026,54.8,USD,2015-04-19T21:45:57.768Z,,IDK
99,100170,givenchy,[shoes],AVpe4RRHLJeJML43xVMh,Studded Leather Lace-up Booties,1490.0,USD,2015-05-16T17:58:32.820Z,[35.5 5.5],IDK
100,100172,oscar de la renta,"[Shoes, Boots]",AVpe4S7p1cnluZ0-Y3So,Elkin 100mm,544.99,USD,2016-05-05T00:00:00Z,"[40, 36, 39, 37, 38]",IDK
101,100173,asics,[Shoes],AVpe4S7xilAPnD_xP6Z6,Gel-craze��� Tr 2,50.99,USD,2016-05-07T00:00:00Z,"[10.5, 5.5, 8.5, 10, 6, 5, 9.5, 6.5, 9, 11.5, 11, 12]",IDK
102,100174,l'amour,"[Shoes, Girls, Flats, Girls' Shoes]",AVpe4SJtilAPnD_xP6D-,Toddler Little Girl Silver T Strap Buckle Flower Dress Shoe 5-2,41.99,USD,2016-03-17T00:00:00Z,,W
103,100175,via spiga,"[Sandals, Shoes]",AVpe4SPbilAPnD_xP6GY,Wallia 2,50.0,USD,2016-05-06T00:00:00Z,"[5.5, 8.5, 10, 7, 6, 5, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
104,100177,rachel zoe,"[Heels, Shoes]",AVpe4SUx1cnluZ0-Y3CG,Eloise,73.75,USD,2016-05-22T00:00:00Z,"[8.5, 6, 9.5, 6.5, 7.5, 9, 8]",IDK
105,10018,seychelles,"[Heels, Shoes]",AVpfHdSUilAPnD_xVSqK,Frequency,59.99,USD,2016-04-01T00:00:00Z,"[10, 8.5, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
106,100180,sorel,"[Shoes, Boots]",AVpe4SsSLJeJML43xV0L,Alpha Pac Ii,119.99,USD,2016-05-05T00:00:00Z,"[10, 7, 6, 5, 8, 11, 12]",IDK
107,100186,michael michael kors,"[Heels, Shoes]",AVpe4UCVilAPnD_xP61Q,Yvonne Bootie,124.99,USD,2016-02-07T00:00:00Z,[7.5],IDK
108,100189,freebird,"[Shoes, Boots]",AVpe4UQB1cnluZ0-Y3zJ,Fiona,137.99,USD,2016-05-05T00:00:00Z,"[10, 7, 6, 9, 8]",IDK
109,100190,penny loves kenny,"[Heels, Shoes]",AVpe4UYKLJeJML43xWcx,Jan,34.99,USD,2016-04-05T00:00:00Z,"[8.5, 6, 7.5, 8]",IDK
110,100191,converse,[Shoes],AVpe4UpYilAPnD_xP7EN,Chuck Taylor�� Fresh Hi,39.99,USD,2015-10-28T00:00:00Z,,IDK
111,100194,esprit,"[Shoes, Boots]",AVpe4W-5LJeJML43xXff,Forest,32.99,USD,2015-10-28T00:00:00Z,"[8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8]",IDK
112,100196,sperry,"[Academy, Men's Boat Shoes, Men's Casual Shoes, Men's Shoes]",AVpe4WoU1cnluZ0-Y4vU,Sperry Men's Sea Kite Sport Moccasins,109.99,USD,2016-10-11T00:00:00Z,,M
113,100198,converse by john varvatos,[Shoes],AVpe4XXQLJeJML43xXpX,Chuck Taylor All Star Artisan Stitch Hi,125.99,USD,2016-05-05T00:00:00Z,,IDK
114,100199,skechers,"[Academy, Footwear, Women's Walking Shoes, Women's Shoes]",AVpe4XZ91cnluZ0-Y5D_,Skechers Women's Go Walk Rival Walking Shoes,37.98,USD,2015-11-07T00:00:00Z,,W
115,1002,l.a.m.b.,"[Women, Pumps, Shoes]",AVpe4SxRLJeJML43xV2Z,L.a.m.b. Women's Enforce Dress Pump,170.98,USD,2015-11-08T00:00:00Z,,W
116,100200,michael michael kors kids,"[Shoes, Boots]",AVpe4XdFilAPnD_xP8ND,Ivy Acer (little Kid/big Kid),44.99,USD,2016-02-07T00:00:00Z,,IDK
117,100201,minnetonka kids,"[Shoes, Sandals]",AVpe4Xq51cnluZ0-Y5LQ,Maya (little Kid/big Kid),14.99,USD,2015-10-21T00:00:00Z,,IDK
118,100202,under armour,[Shoes],AVpe4Xxa1cnluZ0-Y5Nz,Ua Zone,59.99,USD,2016-03-17T00:00:00Z,"[10.5, 10, 5.5, 8.5, 7, 6, 5, 9.5, 6.5, 7.5, 9, 8, 11, 12]",IDK
119,100203,pearl izumi,[Shoes],AVpe4YF8LJeJML43xX8y,Em Trail M 2,125.0,USD,2016-06-15T00:00:00Z,"[8.5, 9.5, 7.5, 8, 11]",IDK
120,100205,columbia,[Shoes],AVpe4YUbilAPnD_xP8ke,Peakfreak™ Xcrsn Xcel,58.12,USD,2016-05-07T00:00:00Z,"[10.5, 8.5, 9.5, 15, 13, 14, 11, 12, 10, 7, 7.5, 9, 11.5, 8]",IDK
121,100206,sanuk,[shoes],AVpe4YeFLJeJML43xYGb,Sanuk Women's Pick Pocket Tee Slip-on Shoes,60.0,USD,2015-05-31T18:12:35.627Z,,IDK
122,100207,life is good,"[Shoes, Slippers]",AVpe4Yp1ilAPnD_xP8tD,Slide Slipper,11.2,USD,2016-05-22T00:00:00Z,,IDK
123,100209,brieten,[shoes],AVpe4Zgf1cnluZ0-Y55n,Brand New Lady Rhinestone Strappy Kitten Heel Slingbacks P5035 Gold,51.99,USD,2015-04-30T09:55:38.269Z,,IDK
124,10021,puma,[Shoes],AVpfHe99LJeJML432vVX,Gv Special Coastal,35.99,USD,2016-02-01T00:00:00Z,"[10.5, 5.5, 8.5, 9.5, 13, 14, 11, 10, 7, 6, 6.5, 7.5, 9, 11.5, 8]",IDK
125,100210,rose petals,"[Heels, Shoes]",AVpe4ZjsilAPnD_xP9C3,Jive 2,39.99,USD,2016-05-22T00:00:00Z,"[10.5, 5.5, 8.5, 9.5, 13, 11, 12, 10, 7, 6, 6.5, 7.5, 9, 8]",IDK
126,100211,kiwi,[shoes],AVpe4ZlJilAPnD_xP9DP,Kiwi Express Wipes 15ct,5.69,USD,2015-04-23T20:43:44.431Z,,IDK
127,100214,jack rogers,"[Sandals, Shoes]",AVpe4_-wLJeJML43xngD,Camilla,74.99,USD,2016-01-11T00:00:00Z,"[8.5, 6, 6.5, 7.5, 8, 11]",IDK
128,100215,reef,"[Sandals, Shoes]",AVpe4_5nilAPnD_xQL9S,Grom Stuyak (infant/toddler/youth),17.74,USD,2016-04-07T00:00:00Z,,IDK
129,100217,nike kids,[Shoes],AVpe4_WiLJeJML43xnO9,Roshe Run Print (big Kid),45.99,USD,2016-05-22T00:00:00Z,,IDK
