,id,brand,categories,dateUpdated,name,sizes,sourceURLs,prices.amountMin,prices.condition,prices.currency,prices.dateSeen,prices.merchant
277,AVpe-Q_sLJeJML43zjE2,Asics,"[Shoes, Men's Shoes, Cross Trainers, Women's Shoes]",2016-03-09T17:45:41Z,"Asics Pre-atlanis Gs, Unisex Kids Multisport Outdoor Shoes",,www.amazon.co.uk,31.48,new,EUR,2016-03-06T00:00:00Z,Amazon.co.uk
278,AVpe-QdMilAPnD_xSHJv,Nike,"[Shoes, Men's Shoes, Running Shoes, Road Running Shoes]",2016-03-09T17:55:47Z,Nike Mens Fit Sole Lite 2 Running Shoes Dk Grey/black Uk 10 (45),,www.amazon.co.uk,185.73,new,EUR,2016-03-06T00:00:00Z,Dragon Apparel
279,AVpe-QlfLJeJML43zi7k,Ralph Lauren,"[Women, Shoes, Pumps]",2016-02-25T20:27:51Z,Celia Nappa Pump,"[38, 38.5, 37.5, 39.5, 36.5, 36, 39, 37, 35.5, 40, 41]",www.ralphlauren.com,525.0,New,USD,2016-02-21T00:00:00Z,www.ralphlauren.com
280,AVpe-QouilAPnD_xSHPE,Amblers,[Shoes],2015-09-10T16:22:08Z,Amblers Safety Fs77 Safety Trainer / Mens Trainers,,www.amazon.co.uk,33.99,new,EUR,2015-09-07T00:00:00Z,Amazon.co.uk
281,AVpe-R-silAPnD_xSHu4,Essentials,[Shoes],2015-08-15T02:19:46Z,Baby Girls Navy Blue Polka Dot Bows Party Shoes 3-6 Months,,www.amazon.co.uk,7.49,new,EUR,2015-08-09T00:00:00Z,Itzagift
282,AVpe-R8xLJeJML43zjcR,G4GADGET®,"[Golf Shoes, Shoes, Women's Shoes]",2016-03-29T07:36:13Z,Prime Quality Iphone 6/6s Silicon Bumper Red By G4gadget®,,www.amazon.co.uk,1.99,new,EUR,2015-11-15T00:00:00Z,G4GADGET
283,AVpe-RAvilAPnD_xSHXV,ESSEX GLAM,[Shoes],2015-09-10T17:34:05Z,Womens Bridal Diamante Ladies Wedding Bridesmaid Prom Party Platform Stiletto Heel Shoe Size 3 4 5 6 7 8,,www.amazon.co.uk,14.99,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
284,AVpe-RHdLJeJML43zjH0,Vintage,"[Luggage, Bags, Men's Shoes, Martial Arts Shoes, Shoes, Reusable Shopper Bags]",2016-03-29T10:41:31Z,The Fist of Vengeance Tote Bag,,www.amazon.co.uk,6.99,new,EUR,2016-02-05T00:00:00Z,Vintage Magazine Company
285,AVpe-RNf1cnluZ0-bEpU,Camper,"[Shoes, Boots]",2016-05-08T02:35:04Z,Hardwood Gore-tex�� - K300029,,www.zappos.com,149.99,New,USD,2016-05-07T00:00:00Z,6pm.com
286,AVpe-RNs1cnluZ0-bEpZ,Grinders,[Shoes],2015-09-10T16:10:45Z,Grinders Renegade Hi Black Unisex Leather Boot Cowboy Western Bikers High Boots,,www.amazon.co.uk,109.97,new,EUR,2015-09-08T00:00:00Z,Amazon.co.uk
287,AVpe-RSULJeJML43zjLy,Clarks,[Shoes],2015-09-10T16:09:59Z,Mens Clarks Original Desert Boot Truffle Suede Crepe Sole Casual Smart Shoe,,www.amazon.co.uk,77.99,new,EUR,2015-09-08T00:00:00Z,Amazon.co.uk
288,AVpe-RdKilAPnD_xSHiE,Giuseppe Zanotti,"[Women, Shoes, Heels, Sandals]",2016-08-23T10:11:35Z,Cruel Sandals,"[5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11]",www.barneys.com,1595.0,new,USD,2016-04-29T10:22:45Z,http://www.barneys.com/
289,AVpe-Rg51cnluZ0-bExG,Generic,[Shoes],2015-09-10T16:20:30Z,Mens Boys Ladies Girls Novelty Fur Tiger Animal Slippers Brown White Grey Adults or Childs Sizes 10-11,,www.amazon.co.uk,9.99,new,EUR,2015-09-07T00:00:00Z,Amazon.co.uk
290,AVpe-RgPilAPnD_xSHjY,Man Friday,"[Shoes, Boys' Shoes, Cycling Shoes]",2015-11-16T04:55:35Z,Man Friday Weshoe Unisex Running/cycling/leisure Sports Closed Toe/sneakers/ Casual Shoes Summer,,www.amazon.co.uk,113.86,new,EUR,2015-11-15T00:00:00Z,ManFridayUK
291,AVpe-RhbilAPnD_xSHkC,Dance Shoes,"[Shoes, Women, Athletic]",2016-08-27T18:47:16Z,Adult Latin Shoes/ballroom Dancing Square/ballroom Dance Shoes/soft Bottom Dancing Shoes,,www.amazon.ca,82.0,new,CAD,2016-08-27T00:00:00Z,Amazon.ca
292,AVpe-Rs51cnluZ0-bE14,Under Armour Kids,[Shoes],2016-05-31T13:57:51Z,Ua Bgs Micro G Pulse Ii Grit (big Kid),,www.zappos.com,64.99,new,USD,2016-05-29T00:00:00Z,
293,AVpe-S6D1cnluZ0-bFRy,iAuctionShop,[Shoes],2015-08-15T02:18:17Z,Black Leather Toddler Shoe Liangdian Velcro Fastener Size 140 or Uk Size 2 (approx 3-6 Months),,www.amazon.co.uk,13.99,new,EUR,2015-08-09T00:00:00Z,iAuctionShop Ltd
294,AVpe-S6zLJeJML43zjxp,Dolcis,[Shoes],2015-09-10T17:36:06Z,Dolcis Black Snake Print Island Platform Womens Peep Toe Heels,,www.amazon.co.uk,39.99,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
295,AVpe-SDl1cnluZ0-bE-F,DELTA NOIRE,"[Shoes, Reusable Shopper Bags]",2016-03-30T03:15:17Z,Keep Calm I'm An Oboist Tote Bag,,www.amazon.co.uk,10.99,new,EUR,2016-03-28T00:00:00Z,Delta Noire
296,AVpe-SEo1cnluZ0-bE-r,SKECHERS,[Shoes],2016-07-29T22:06:27Z,Spartan - Snuggly,"[5.5, 8.5, 10, 7, 6, 5, 9.5, 6.5, 7.5, 9, 8, 11]",www.6pm.com,35.99,New,USD,2016-05-20T00:00:00Z,6pm.com
297,AVpe-SNvilAPnD_xSH0G,Muk Luks,"[shoes, women's shoes]",2015-12-17T14:28:23Z,Women's Muk Luks Darlene Thong Slippers,"[S, L, M, Small]",tws.target.com,19.99,,USD,2015-11-08T00:00:00Z,
298,AVpe-SOJilAPnD_xSH0O,BeMIX,[Shoes],2015-08-24T20:09:57Z,Bemix Women's Shoes Flat Heel Slingback Sandals Casual Yellow/green/pink/white,,www.amazon.co.uk,52.5,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
299,AVpe-SSdLJeJML43zjjC,Sanjo,[Shoes],2015-09-10T17:34:21Z,Sanjo Unisex-adult Kf1000 Low-top Trainers,,www.amazon.co.uk,27.6,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
300,AVpe-STILJeJML43zjjb,by swan,[Shoes],2015-09-10T16:40:12Z,By Swan Womens Court Shoes,,www.amazon.co.uk,31.12,new,EUR,2015-09-06T00:00:00Z,Amazon.co.uk
301,AVpe-Sj11cnluZ0-bFI0,Cesare Paciotti,"[Heels, Shoes]",2016-05-06T09:35:32Z,H531210,,www.6pm.com,310.99,New,USD,2016-04-05T00:00:00Z,6pm.com
302,AVpe-SkJilAPnD_xSH7T,Lady shoes,[Shoes],2015-08-24T20:06:56Z,Klm Women's Shoes Fashion Boots Round Toe Chunky Heel Mid-calf Boots More Colors Available,,www.amazon.co.uk,69.0,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
303,AVpe-SkjLJeJML43zjpT,Lacoste,[shoes],2015-05-23T01:47:06Z,Lacoste Sherbrooke 10 Srm Leather Canvas Mens,[8.5M],www.amazon.com,89.99,,USD,2015-05-16T08:19:36.433Z,
304,AVpe-Sl2ilAPnD_xSH8M,Belle by Sigerson Morrison,"[Loafers, Shoes]",2016-05-06T09:28:40Z,Maga,"[7, 6]",www.6pm.com,117.99,New,USD,2016-04-09T00:00:00Z,6pm.com
305,AVpe-SsoLJeJML43zjsc,Lady shoes,[Shoes],2015-08-24T20:07:13Z,Klm Women's Flat Heel Fashion Boots Ankle Boots Shoes (more Colors),,www.amazon.co.uk,28.0,new,EUR,2015-08-22T00:00:00Z,QiYue Shop
306,AVpe-StULJeJML43zjsv,Barneys New York,"[Sneakers, Men, Shoes]",2016-07-11T01:09:00Z,Suede Hiking Sneakers,"[10, 7, 12.5, 9, 8, 13, 11, 12]",www.barneys.com,109.0,new,USD,2016-07-10T00:00:00Z,http://www.barneys.com/
307,AVpe-St_ilAPnD_xSH_1,Via Spiga,"[Heels, Shoes]",2016-05-08T01:35:25Z,Tarot,"[10, 8.5, 7, 6, 9.5, 6.5, 8]",www.6pm.com,109.99,New,USD,2016-05-06T00:00:00Z,6pm.com
308,AVpe-SzZ1cnluZ0-bFPV,Antonio Zengara,[Shoes],2016-05-06T09:53:49Z,Sea-view,"[10.5, 10, 8.5, 7, 9.5, 7.5, 11.5, 9, 8, 13, 11, 12]",www.6pm.com,19.99,New,USD,2016-04-09T00:00:00Z,6pm.com
309,AVpe-T6w1cnluZ0-bFnF,Tod's,"[Men, Shoes, Drivers]",2016-08-23T10:15:07Z,Perforated Tie Drivers,"[6, 7, 8, 9, 10, 11, 12, 13, 6.5, 7.5, 8.5, 9.5, 10.5, 11.5]",www.barneys.com,249.0,new,USD,2016-08-22T00:00:00Z,http://www.barneys.com/
310,AVpe-T8IilAPnD_xSIaX,Z-CoiL,[shoes],2016-07-27T01:42:32Z,Z-coil Men's Cruiser Tennis Shoes,,www.amazon.com,195.95,,USD,2015-09-16T00:00:00Z,
311,AVpe-TAeilAPnD_xSIG-,Nike,"[Sneakers, New Arrivals, Shoes]",2015-11-13T12:36:21Z,'internationalist' Print Sneaker (women),"[8.5, 10, 7, 6, 6.5, 7.5, 9, 8]",shop.nordstrom.com,120.0,,USD,2015-11-08T00:00:00Z,
312,AVpe-TAjLJeJML43zjz_,Superfit,[Shoes],2016-02-09T02:59:51Z,Tibo (toddler),,www.6pm.com,39.99,New,USD,2016-01-11T00:00:00Z,6pm.com
313,AVpe-TAwLJeJML43zj0D,Katya,[Shoes],2015-09-10T16:46:53Z,Katya Gorgeous Electric Blue Suede Effect Bow Fronted Flat Ballerina Style Pumps ~ Available All Sizes,,www.amazon.co.uk,14.99,new,EUR,2015-09-06T00:00:00Z,Amazon.co.uk
314,AVpe-TWg1cnluZ0-bFao,JONAK,[Shoes],2015-09-10T17:19:14Z,"Jonak 088 11118cu Tej, Women's Boots",,www.amazon.co.uk,98.75,new,EUR,2015-09-05T00:00:00Z,Amazon
315,AVpe-TbWilAPnD_xSIOg,Clarks,[Shoes],2016-05-21T04:12:26Z,Trigenic Veldt,"[10.5, 8.5, 10, 7, 9.5, 7.5, 9, 11.5, 8, 13, 11, 12]",www.6pm.com,109.99,New,USD,2016-05-07T00:00:00Z,6pm.com
316,AVpe-Tbd1cnluZ0-bFcR,Jomos,[Dance Shoes],2015-09-10T17:03:54Z,"Jomos Activa, Men's Wedge Heels Sandals",,www.amazon.co.uk,61.97,new,EUR,2015-09-06T00:00:00Z,Amazon.co.uk
317,AVpe-TcnilAPnD_xSIOv,Barneys New York,"[Sandals, Women, Shoes, Flats]",2016-06-19T23:43:39Z,Double-band Slide Sandals,"[10.5, 5.5, 8.5, 9.5, 11, 12, 10, 7, 6, 5, 6.5, 7.5, 11.5, 9, 8]",www.barneys.com,195.0,new,USD,2016-06-19T00:00:00Z,http://www.barneys.com/
318,AVpe-TtqLJeJML43zkCU,Topshop,"[Women, Shoes, Sandals]",2015-11-07T17:34:08Z,'rebecca' Ankle Strap Sandal (women),,shop.nordstrom.com,80.0,,USD,2015-11-05T00:00:00Z,
319,AVpe-U-2LJeJML43zkfX,See Kai Run Kids,[Shoes],2016-02-09T23:51:14Z,Corbin (infant/toddler),,www.6pm.com,29.53,New,USD,2016-02-09T00:00:00Z,6pm.com
320,AVpe-U-aLJeJML43zkfE,Marni,"[Women, Shoes, Sneakers]",2016-08-12T09:38:51Z,Double-strap Sneakers,"[5, 6, 7, 8, 9, 10, 11]",www.barneys.com,229.0,new,USD,2015-12-23T00:00:00Z,http://www.barneys.com/
321,AVpe-UHfLJeJML43zkLq,Dune London,"[Oxfords, Shoes]",2016-06-21T14:14:44Z,Renshaw,,www.zappos.com,125.99,new,USD,2016-06-19T00:00:00Z,
322,AVpe-UKy1cnluZ0-bFsG,VogueZone009,[Shoes],2015-09-10T17:09:05Z,Voguezone009 Womens Open Toe Low Heel Cow Leather Soft Material Solid Sandals With Buckle,,www.amazon.co.uk,33.99,new,EUR,2015-09-06T00:00:00Z,Amazon.co.uk
323,AVpe-UMKilAPnD_xSIf3,Reebok Lifestyle,[Shoes],2016-05-08T02:37:23Z,Ventilator Cg,"[10, 8.5, 5.5, 7, 9.5, 7.5, 9, 8]",www.6pm.com,64.99,New,USD,2016-03-22T00:00:00Z,6pm.com
324,AVpe-UMjLJeJML43zkNu,Lauren Ralph Lauren,[Shoes],2015-09-10T17:44:00Z,Lauren Ralph Lauren Tatum Loafers Shoes Womens,,www.amazon.co.uk,32.99,new,EUR,2015-09-06T00:00:00Z,Amazon.co.uk
325,AVpe-UP1LJeJML43zkPE,Loud Look,[Shoes],2015-09-10T17:33:23Z,Loudlook Sale!! New Womens Ladies Peeptoe High Stiletto Heels Faux Suede Shoes Size 3-8 Uk,,www.amazon.co.uk,8.99,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
326,AVpe-UUe1cnluZ0-bFv2,columbia,"[Narrow, Active, Medium, Mens, Black, Columbia, Shoes, Ankle, Boots, Comfort]",2016-05-04T05:36:49Z,Peakfreak Xcrsn Xcel Men's Hiking Shoes,,www.kohls.com,85.0,New,USD,2015-09-15T00:00:00Z,Kohls.com
327,AVpe-UhXilAPnD_xSInH,Florentine,[Shoes],2015-09-10T17:19:40Z,Ladies Fashion Faux Leather Ankle Wedge Boots Side Zip Black Size Uk 3-8,,www.amazon.co.uk,12.99,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
328,AVpe-UiiLJeJML43zkU9,Tilly London,[Shoes],2015-09-10T17:24:03Z,New Womans Camel Brown Fleece Wide Fur Zips Collar Cuff Knee High Calf Boots Sizes 3 4 5 6 7 8,,www.amazon.co.uk,19.99,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
329,AVpe-Ul0ilAPnD_xSIo0,Venettini Kids,"[Shoes, Flats]",2016-05-06T23:13:50Z,55-dale (little Kid/big Kid),,www.6pm.com,52.99,New,USD,2016-05-05T00:00:00Z,6pm.com
330,AVpe-Ul4ilAPnD_xSIo3,Vaneli,"[Sandals, Shoes]",2016-05-17T21:39:11Z,Berenice,"[10.5, 10, 8.5, 5.5, 7, 9.5, 7.5, 9, 8]",www1.macys.com,39.99,New,USD,2015-10-21T00:00:00Z,6pm.com
331,AVpe-UyW1cnluZ0-bF61,Skechers,"[Shoes, Girls, Sneakers, Women, Athletic, Tennis]",2016-08-29T21:07:24Z,Skechers Streetsmarts Buckle Up Girls Sneakers - Denim & Pink,,www.amazon.ca,35.7,new,CAD,2015-08-14T22:30:54Z,Galaxy Sports UK
332,AVpe-VJ0LJeJML43zkjl,Lady shoes,[Shoes],2015-08-24T20:10:45Z,Klm Women's Shoes Fashion High Chunky Heel Suede Ankle Boots More Colors Available,,www.amazon.co.uk,46.0,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
333,AVpe-VLbLJeJML43zkkK,Blundstone,[Shoes],2015-09-10T16:12:11Z,Blundstone 1320 Grazy Horse Gaucho / Brown,,www.amazon.co.uk,128.48,new,EUR,2015-09-08T00:00:00Z,Amazon.co.uk
334,AVpe-VSPLJeJML43zkm-,Qianyuyu,"[Athletic, Men, Shoes]",2016-05-06T16:24:13Z,Yu&yu Hiking Shoes Men's Shoes Fashion Sneakers Faux Shoes More Colors Available,,www.amazon.ca,92.52,new,CAD,2015-11-14T00:00:00Z,Amazon.ca
335,AVpe-V_j1cnluZ0-bGW9,Dr. Martens,"[Loafers, Shoes]",2016-05-06T09:35:54Z,Louis Gusset Slip On,,www.6pm.com,120.0,New,USD,2016-04-05T00:00:00Z,6pm.com
336,AVpe-VaNLJeJML43zkp_,Gray-Nicolls,[Shoes],2015-09-10T17:11:28Z,Gray-nicolls Optimum All Rounder Adult Cricket Shoes,,www.amazon.co.uk,54.99,new,EUR,2015-09-07T00:00:00Z,Amazon.co.uk
337,AVpe-VfsilAPnD_xSI-s,Burberry,[shoes],2015-05-19T20:07:05Z,Danning Shearling-cuff Lace-up Boots,[35 5],www.saksfifthavenue.com,485.0,New,USD,2015-05-16T17:56:59.794Z,saksfifthavenue.com
338,AVpe-VwFLJeJML43zkyf,Born,[men shoes],2015-04-28T13:58:20Z,Born Men's Paulo Wingtip Oxfords,,www.dillards.com,140.0,,USD,2015-04-26T22:20:04.205Z,Dillards.com
339,AVpe-W-2ilAPnD_xSJgz,Scarpa,[Shoes],2015-08-21T22:41:16Z,Scarpa Instinct Vs - Black - Eu 40.5 / Uk 6 2/3 / Us M 7 2/3 / Us W 8 2/3 - Technical High-performance Climbing and Bouldering Shoe,,www.amazon.co.uk,85.43,new,EUR,2015-08-21T00:00:00Z,MOUNTAINSHOP
340,AVpe-W5ALJeJML43zlML,Qianyuyu,"[Athletic, Women, Shoes]",2016-05-06T16:31:39Z,Yu&yu Women's Shoes Komanic Open Toe Wedge Heel Leather Sandals Shoes More Colors Available,,www.amazon.ca,266.4,new,CAD,2015-11-14T00:00:00Z,Amazon.ca
341,AVpe-W6ZLJeJML43zlNC,Lady shoes,[Shoes],2015-08-24T20:10:46Z,Klm Women's Shoes Tianl Fashion Boots Wedge Heel Knee High Boots More Colors Available,,www.amazon.co.uk,49.0,new,EUR,2015-08-22T00:00:00Z,QiYue Shop
342,AVpe-WRYLJeJML43zk-H,Carol Shoes,[Shoes],2015-09-10T17:16:56Z,Carol Shoes Women's Fashion Buckles Wedges Mid-calf Snow Boots,,www.amazon.co.uk,24.0,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
343,AVpe-WYbilAPnD_xSJTI,Elegantpark,[Shoes],2015-09-10T16:40:32Z,Elegantpark 100114 Women's Round Toe Pearl Rhinestone Bow Low Heel Satin Prom Shoes,,www.amazon.co.uk,52.99,new,EUR,2015-09-06T00:00:00Z,Amazon.co.uk
344,AVpe-WyGLJeJML43zlJ1,Dollybird,[Shoes],2015-09-10T17:44:06Z,Dollybird Women's Speck Platforms Heels,,www.amazon.co.uk,100.8,new,EUR,2015-09-06T00:00:00Z,Amazon.co.uk
345,AVpe-WypLJeJML43zlKO,ara,"[Heels, Shoes]",2016-05-24T07:44:55Z,Naveen,,www.6pm.com,150.99,New,USD,2016-05-22T00:00:00Z,6pm.com
346,AVpe-X4gilAPnD_xSJ2I,Freds,[Shoes],2015-08-21T23:53:31Z,Hunter Bullseye Full Knee Farming Wellies,,www.amazon.co.uk,58.99,new,EUR,2015-08-21T00:00:00Z,Amazon.co.uk
347,AVpe-XPiLJeJML43zlUT,Puma,"[Shoes, Men's Shoes, Football Boots]",2016-03-09T17:39:39Z,Puma Mens Universal R Hg Football Shoes,,www.amazon.co.uk,46.52,new,EUR,2016-03-06T00:00:00Z,Amazon.co.uk
348,AVpe-XQO1cnluZ0-bG1f,Bogs Kids,"[Shoes, Boots]",2015-10-31T09:33:28Z,Rainboot Snakes (toddler/little Kid/big Kid),,www.6pm.com,29.99,New,USD,2015-10-28T00:00:00Z,6pm.com
349,AVpe-XZ6ilAPnD_xSJqw,Nike,"[Shoes, Men's Shoes, Running Shoes, Road Running Shoes]",2016-03-30T03:43:31Z,"Nike Air Force 1, Men's Low-top Sneakers",,www.amazon.co.uk,207.07,new,EUR,2016-03-28T00:00:00Z,Amazon.co.uk
350,AVpe-Xbt1cnluZ0-bG5Y,BOBS from SKECHERS,"[Shoes, Loafers]",2016-07-29T22:06:27Z,Bobs Flexy,"[5, 5.5, 6]",www.6pm.com,30.99,New,USD,2016-05-08T00:00:00Z,6pm.com
351,AVpe-Xc01cnluZ0-bG5o,Dance Shoes,"[Shoes, Girls]",2016-08-27T18:43:50Z,"Children's Latin Shoes/soft Bottom Dance Shoes/low-heeled Shoes, Practice",,www.amazon.ca,52.0,new,CAD,2016-08-26T00:00:00Z,Amazon.ca
352,AVpe-XdlLJeJML43zlZa,Naturino,"[Sandals, Shoes]",2016-05-06T09:35:55Z,Nat. 3339 Sp14 (little Kid/big Kid),,www.6pm.com,19.93,New,USD,2016-05-05T00:00:00Z,6pm.com
353,AVpe-Xhp1cnluZ0-bG7d,Paul Smith,"[Oxfords, Shoes]",2016-05-06T10:04:56Z,Amalfi Grand Wingtip Oxford,,www.6pm.com,280.99,New,USD,2016-05-05T00:00:00Z,6pm.com
354,AVpe-Xl01cnluZ0-bG9W,TIBHAR,[Shoes],2015-08-24T20:05:33Z,"Tibhar Schuh Progress Gold, 42, Wei��/rot",,www.amazon.co.uk,68.28,new,EUR,2015-08-22T00:00:00Z,Gray Fox Europe
355,AVpe-Xp1LJeJML43zleC,Nine West,"[Women, Shoes, Flats, Pointed Toe]",2015-11-13T12:33:03Z,'onika' Flat (women),"[10.5, 5.5, 8.5, 9.5, 4.5, 11, 12, 10, 7, 6, 5, 4, 6.5, 7.5, 9, 8]",shop.nordstrom.com,78.95,,USD,2015-11-05T00:00:00Z,
356,AVpe-Y-MLJeJML43zl9V,Portwest,[Shoes],2015-09-10T16:17:33Z,Portwest S1p Safety Shoes Steel Toecap Buffalo Leather Energy-absorbant Heel Size 7 Ref Fw14size7,,www.amazon.co.uk,18.9,new,EUR,2015-09-07T00:00:00Z,Office Specialties Online Ltd
357,AVpe-Y03LJeJML43zl5q,BeMIX,[Shoes],2015-08-24T20:10:13Z,Women's Shoes Round Toe Flat Heel Slippers Shoes More Colors Available,,www.amazon.co.uk,23.83,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
358,AVpe-Y7pLJeJML43zl8X,Dunlop,[Shoes],2015-09-10T16:19:33Z,Mens Dunlop Black Leather Suede Moccasin Fleecy Lined Slippers Sizes 7 To 12,,www.amazon.co.uk,23.95,new,EUR,2015-09-07T00:00:00Z,Amazon.co.uk
359,AVpe-Y87ilAPnD_xSKQI,MI.IM,"[Shoes, Women's Shoes]",2016-03-19T01:07:40Z,Mi.im Jude-04 Women's Glitter Lace Up Slip On Running Shoes,[8],www.sears.com,33.99,,USD,2016-03-17T00:00:00Z,Sears.com
360,AVpe-YBYilAPnD_xSJ5b,Saint Laurent,"[Women, Shoes, Heels, Sandals]",2016-08-23T10:12:23Z,Suede Candy Platform Sandals,"[5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11]",www.barneys.com,539.0,new,USD,2016-06-10T00:00:00Z,http://www.barneys.com/
361,AVpe-YGU1cnluZ0-bHI_,KLM-1123,[Shoes],2015-08-24T20:06:34Z,Klm Women's Shoes Round Toe Chunky Heel Oxfords Shoes More Colors Available,,www.amazon.co.uk,57.0,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
362,AVpe-YUB1cnluZ0-bHOF,Sebastian Professional,[Shoes],2015-09-10T17:02:42Z,Sebastian Women's Francesina Lace-up Flats,,www.amazon.co.uk,475.0,new,EUR,2015-09-06T00:00:00Z,Amazon
363,AVpe-YWbilAPnD_xSKBK,Prada,"[Sneakers, Men, Shoes]",2016-07-11T01:13:18Z,High-top Sneakers,"[10.5, 8.5, 10, 7, 9.5, 7.5, 11.5, 9, 8, 13, 11, 12]",www.barneys.com,670.0,new,USD,2016-07-10T00:00:00Z,http://www.barneys.com/
364,AVpe-YYtilAPnD_xSKBq,Salomon,"[Shoes, Boys' Shoes, Running Shoes, Road Running Shoes, Men's Shoes, Trail Running Shoes]",2016-03-09T17:44:07Z,Salomon Unisex Kids' Xa Pro 3d K Trail Running Shoes,,www.amazon.co.uk,51.05,new,EUR,2016-03-06T00:00:00Z,Amazon.co.uk
365,AVpe-YfpilAPnD_xSKEd,Giro,[Cycling Shoes],2014-02-20T04:46:37Z,Giro 2012 Mens Gauge Hv Wide Mountain Bike Shoes,,www.buy.com,225.0,,USD,2014-02-20T04:46:37Z,
366,AVpe-YfvilAPnD_xSKEh,Crown Comfort,[Shoes],2015-09-10T17:39:59Z,Ladies Navy Floral Cottontouch Fastening V Throat Slipper - Wilma,,www.amazon.co.uk,18.95,new,EUR,2015-09-06T00:00:00Z,Amazon.co.uk
367,AVpe-Ys5LJeJML43zl2A,adidas,[Shoes],2015-08-15T02:20:05Z,Adidas Baby Girls' First Walking Shoes,"[21, 9]",www.amazon.co.uk,28.05,new,EUR,2015-08-09T00:00:00Z,Amazon.co.uk
368,AVpe-YsD1cnluZ0-bHW4,Tommy Bahama,"[Sandals, Shoes]",2016-05-08T01:34:20Z,Waves Surf,"[7, 9, 8, 14, 12]",www.6pm.com,17.76,New,USD,2016-05-06T00:00:00Z,6pm.com
369,AVpe-YvL1cnluZ0-bHYT,Qianyuyu,[Shoes],2015-08-24T20:08:34Z,Yu&yu Satin Women's Wedding Stiletto Heel Heels Sandals With Rhinestone Shoes(more Colors),,www.amazon.co.uk,72.18,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
370,AVpe-Z7L1cnluZ0-bH0s,Stuart Weitzman,"[Shoes, Flats]",2016-05-06T09:40:41Z,Marlow,[7],www.6pm.com,176.74,New,USD,2016-05-05T00:00:00Z,6pm.com
371,AVpe-ZJC1cnluZ0-bHie,Nine West,"[Shoes, Boots]",2016-05-04T21:07:19Z,Conroy,[9.5],www1.macys.com,54.99,New,USD,2015-10-21T00:00:00Z,6pm.com
372,AVpe-ZT-1cnluZ0-bHmX,ALDO,"[Heels, Shoes]",2016-02-07T23:51:16Z,Lindsay,,www.6pm.com,49.99,New,USD,2016-02-01T00:00:00Z,6pm.com
373,AVpe-ZX4ilAPnD_xSKan,Mizuno,[Shoes],2015-08-14T22:32:47Z,Mizuno 9 Spike Advanced Swagger Low Mens Baseball Cleats,"[15, 16, 11, 8.5, 9, 7, 12.5, 11.5, 10.5, 9.5, 7.5, 8, 13, 10, 14, 12]",www.amazon.ca,156.67,new,CAD,2015-08-10T00:00:00Z,Amazon.ca
374,AVpe-ZhpLJeJML43zmKX,L'amour,"[Shoes, Girls' Shoes]",2016-03-19T01:42:52Z,L'amour Girls Black Flower Slip On Dress Shoes Toddler 5-little Girl 4,,www.sears.com,45.99,,USD,2016-03-17T00:00:00Z,Sears.com
375,AVpe-Zj7ilAPnD_xSKfO,Calvin Klein,"[Shoes, Boots]",2016-05-08T02:52:45Z,Charlaine,"[5.5, 8.5, 10, 7, 6, 5, 9.5, 6.5, 7.5, 9, 8, 11]",www.6pm.com,149.0,New,USD,2016-04-10T00:00:00Z,6pm.com
376,AVpe-ZzYilAPnD_xSKkh,Anne Michelle,[Shoes],2015-09-10T17:30:31Z,Ladies L2249 Satin Lace Trim Low Heel Court Shoe,,www.amazon.co.uk,22.99,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
377,AVpe-_BALJeJML43zzTt,Clarks,[Shoes],2015-09-10T17:31:31Z,Clarks Womens Seasonal Clar Whiskey Soda Textile Slippers In Navy,,www.amazon.co.uk,20.0,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
378,AVpe-_ClLJeJML43zzUK,Naturalizer,[Shoes],2015-09-10T16:40:08Z,Naturalizer Women's Commerce Flat,,www.amazon.co.uk,49.99,new,EUR,2015-09-06T00:00:00Z,Alna Vi Shoes
379,AVpe-_EnLJeJML43zzU3,Converse,"[Shoes, Men, Fashion Sneakers]",2015-08-22T07:29:07Z,Converse Chuck Taylor All Star Hi Unisex Shoes Black Monochrome M3310,,www.amazon.com,42.75,,USD,2015-04-16T17:06:10.067Z,
